MSSubClass,MSZoning,LotArea,LotShape,LotConfig,Neighborhood,HouseStyle,OverallQual,YearBuilt,YearRemodAdd,RoofStyle,Exterior1st,Exterior2nd,MasVnrType,ExterQual,ExterCond,Foundation,BsmtQual,BsmtExposure,BsmtFinType1,TotalBsmtSF,HeatingQC,1stFlrSF,GrLivArea,FullBath,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,Fireplaces,FireplaceQu,GarageType,GarageYrBlt,GarageFinish,GarageCars,GarageArea,SaleType,SaleCondition,SalePrice
20,RL,10289,Reg,Inside,NAmes,1Story,5,1965,1965,Hip,MetalSd,MetalSd,BrkFace,TA,TA,CBlock,TA,No,ALQ,1073,TA,1073,1073,1,1,TA,6,0,Na,Attchd,1965.0,RFn,2,515,WD,Normal,156000
20,RL,12243,IR1,Inside,NWAmes,1Story,5,1971,1971,Gable,Plywood,Plywood,None,TA,TA,CBlock,Gd,Av,ALQ,1484,Gd,1484,1484,2,1,TA,7,1,TA,Attchd,1971.0,Unf,2,487,WD,Normal,175000
190,RL,10800,Reg,Corner,OldTown,1.5Fin,5,1900,1970,Gable,Wd Sdng,Wd Sdng,None,TA,Fa,CBlock,TA,No,BLQ,954,TA,1766,2414,2,2,TA,10,1,Gd,Attchd,1970.0,Unf,2,520,ConLD,Normal,160000
160,RM,2665,Reg,Inside,MeadowV,2Story,5,1976,1976,Gable,CemntBd,CmentBd,None,TA,TA,PConc,Gd,Mn,Unf,264,TA,616,1304,1,1,TA,4,1,Gd,BuiltIn,1976.0,Fin,1,336,WD,Normal,115000
50,RL,9490,Reg,Inside,NAmes,1.5Fin,6,1941,1950,Gable,Wd Sdng,Wd Sdng,None,TA,TA,CBlock,TA,No,BLQ,806,TA,958,1578,1,1,Fa,5,2,TA,Attchd,1941.0,Unf,1,240,WD,Normal,133000
60,RL,15578,IR1,Corner,Gilbert,2Story,6,2006,2006,Gable,VinylSd,VinylSd,None,Gd,TA,PConc,Gd,No,Unf,728,Gd,728,1456,2,1,TA,8,0,Na,Attchd,2006.0,RFn,2,429,New,Partial,172785
20,RL,7931,Reg,Inside,NAmes,1Story,5,1960,1960,Gable,BrkFace,Wd Sdng,None,TA,TA,CBlock,TA,No,BLQ,1269,TA,1269,1269,1,1,TA,6,1,Fa,Detchd,1964.0,Unf,1,308,WD,Normal,155000
50,RL,9120,Reg,Inside,BrkSide,1.5Fin,7,1925,1950,Gable,Wd Sdng,Wd Sdng,None,TA,Gd,PConc,TA,No,Rec,1026,Ex,1133,1820,2,1,TA,8,0,Na,Detchd,1925.0,Unf,1,240,WD,Normal,184000
20,RL,7800,Reg,Inside,Sawyer,1Story,5,1967,2004,Hip,HdBoard,HdBoard,BrkFace,TA,TA,PConc,TA,No,ALQ,864,Ex,899,899,1,1,Gd,5,0,Na,Attchd,1967.0,Fin,1,288,WD,Normal,130000
20,RL,7535,IR1,Inside,NAmes,1Story,5,1958,1985,Gable,MetalSd,MetalSd,None,TA,TA,CBlock,TA,No,BLQ,912,Fa,912,912,1,1,TA,5,0,Na,Attchd,1958.0,Fin,1,297,WD,Normal,120000
160,RM,1890,Reg,Inside,BrDale,2Story,6,1973,1973,Gable,HdBoard,HdBoard,BrkFace,TA,TA,CBlock,TA,No,BLQ,672,TA,672,1218,1,1,TA,7,0,Na,Detchd,1973.0,Unf,1,264,WD,Normal,113000
60,FV,9803,Reg,Inside,Somerst,2Story,7,2005,2005,Gable,VinylSd,VinylSd,None,Gd,TA,PConc,Gd,No,GLQ,866,Gd,866,1768,2,1,Gd,7,0,Na,Attchd,2005.0,RFn,2,603,WD,Normal,226700
20,RL,9170,Reg,Corner,Edwards,1Story,5,1965,1965,Hip,MetalSd,MetalSd,None,TA,TA,CBlock,TA,No,ALQ,1214,Ex,1214,1214,1,1,TA,6,0,Na,Detchd,1965.0,Unf,2,461,WD,Normal,140000
160,RL,2308,Reg,Inside,NPkVill,2Story,6,1974,1974,Gable,Plywood,Brk Cmn,None,TA,TA,CBlock,TA,No,ALQ,855,TA,855,1322,2,1,TA,6,1,Fa,Attchd,1974.0,Unf,2,440,WD,Normal,147000
90,RM,7596,Reg,Inside,OldTown,2Story,5,1952,1952,Hip,Wd Sdng,Wd Sdng,BrkFace,TA,TA,CBlock,TA,No,Unf,960,Gd,960,1960,2,2,TA,10,0,Na,Detchd,1952.0,Unf,2,400,COD,Normal,124500
60,RL,9554,IR1,Inside,SawyerW,2Story,8,1993,1994,Gable,VinylSd,VinylSd,BrkFace,Gd,TA,PConc,Gd,No,GLQ,777,Ex,1065,1911,2,1,Gd,8,1,TA,Attchd,1993.0,RFn,2,471,WD,Normal,215000
20,FV,7862,IR1,Inside,Somerst,1Story,6,2009,2009,Gable,VinylSd,VinylSd,None,Gd,TA,PConc,Gd,No,GLQ,1218,Ex,1218,1218,2,1,Gd,4,0,Na,Attchd,2009.0,Fin,2,676,New,Partial,208300
20,RL,9600,Reg,Corner,NAmes,1Story,5,1959,1959,Gable,MetalSd,MetalSd,BrkFace,TA,TA,CBlock,TA,No,ALQ,1041,Ex,1041,1041,1,1,TA,6,0,Na,Attchd,1959.0,RFn,1,270,WD,Normal,124500
20,RL,14559,Reg,Inside,NAmes,1Story,5,1951,2000,Hip,Wd Sdng,Wd Sdng,BrkCmn,Gd,TA,CBlock,TA,No,BLQ,1008,Ex,1363,1363,1,1,TA,6,2,TA,CarPort,1951.0,Unf,1,288,WD,Normal,164900
120,RL,6792,IR1,Inside,NridgHt,1Story,7,2005,2006,Gable,VinylSd,VinylSd,Stone,Gd,TA,PConc,Gd,No,Unf,1368,Ex,1368,1368,2,1,Gd,6,1,Gd,Attchd,2005.0,RFn,2,474,New,Partial,202665
20,RL,9100,Reg,Corner,NAmes,1Story,5,1958,1958,Gable,VinylSd,VinylSd,None,TA,TA,CBlock,TA,No,BLQ,864,TA,864,864,1,1,TA,5,0,Na,Detchd,1964.0,Unf,2,624,WD,Normal,129900
20,RL,9187,Reg,Corner,Mitchel,1Story,6,1983,1983,Gable,VinylSd,VinylSd,None,TA,Gd,PConc,TA,No,ALQ,1084,TA,1080,1080,1,1,TA,5,0,Na,Attchd,1983.0,Unf,2,484,WD,Normal,134000
45,RL,10594,Reg,Inside,Crawfor,1.5Unf,5,1926,1950,Gable,Wd Sdng,Wd Sdng,None,TA,TA,BrkTil,TA,No,Unf,768,Fa,789,789,1,1,TA,5,0,Na,Detchd,1926.0,Unf,1,200,WD,Normal,96500
20,RL,12220,Reg,Inside,NridgHt,1Story,10,2009,2009,Hip,CemntBd,CmentBd,BrkFace,Ex,TA,CBlock,Ex,No,GLQ,2006,Ex,2020,2020,2,1,Ex,9,1,Gd,Attchd,2009.0,Fin,3,900,New,Partial,402861
80,RL,10448,IR1,Corner,NWAmes,SLvl,6,1972,1972,Gable,HdBoard,HdBoard,BrkFace,TA,TA,CBlock,TA,No,Unf,689,TA,1378,2119,2,1,TA,7,1,TA,Attchd,1972.0,RFn,2,583,COD,Abnorml,158000
60,RL,10208,IR1,Inside,NoRidge,2Story,7,1996,1997,Gable,VinylSd,VinylSd,BrkFace,Gd,TA,PConc,Gd,No,Unf,1264,Ex,1277,2344,2,1,Gd,7,1,TA,Attchd,1996.0,RFn,3,889,WD,Normal,265000
60,RL,9531,IR1,CulDSac,CollgCr,2Story,6,1998,1998,Gable,VinylSd,VinylSd,None,TA,TA,PConc,Gd,Mn,GLQ,794,Ex,882,1796,2,1,TA,7,0,Na,Attchd,1998.0,RFn,2,546,WD,Normal,211000
20,RL,11988,IR1,Corner,NAmes,1Story,6,1957,1957,Gable,VinylSd,VinylSd,None,TA,TA,CBlock,TA,No,Rec,1244,Ex,1244,1244,1,1,TA,6,2,Gd,Attchd,1957.0,Unf,1,336,WD,Normal,150000
50,RM,5000,Reg,Corner,BrkSide,1.5Fin,6,1947,1950,Gable,CemntBd,CmentBd,None,TA,Gd,CBlock,TA,No,ALQ,1004,Ex,1004,1664,2,1,TA,7,2,Gd,Detchd,1950.0,Unf,2,420,WD,Normal,159000
60,RL,11787,IR1,Inside,NoRidge,2Story,7,1996,1997,Gable,VinylSd,VinylSd,BrkFace,Gd,TA,PConc,Gd,No,GLQ,1379,Ex,1383,2398,2,1,Gd,8,1,TA,Attchd,1996.0,Fin,3,834,WD,Normal,315750
20,FV,7500,Reg,Inside,Somerst,1Story,7,2005,2005,Gable,VinylSd,VinylSd,None,Gd,TA,PConc,Gd,No,Unf,1257,Ex,1266,1266,2,1,Gd,6,1,TA,Attchd,2005.0,Unf,2,453,WD,Normal,176000
20,RL,13300,Reg,Inside,NAmes,1Story,5,1956,2000,Hip,Wd Sdng,Wd Sdng,None,TA,TA,CBlock,Gd,No,Rec,928,TA,928,928,1,1,TA,4,0,Na,Attchd,1956.0,Unf,1,252,WD,Normal,132000
80,RL,10200,Reg,Inside,Timber,SLvl,6,1988,1989,Gable,HdBoard,HdBoard,BrkFace,Gd,TA,CBlock,Gd,Av,GLQ,1461,Ex,1509,1509,2,1,Gd,5,1,Fa,Attchd,1988.0,RFn,2,600,WD,Abnorml,175000
60,RL,9056,IR1,Inside,Gilbert,2Story,8,2004,2004,Gable,VinylSd,VinylSd,None,Gd,TA,PConc,Ex,Av,Unf,707,Ex,707,1414,2,1,Gd,6,1,Gd,Attchd,2004.0,Fin,2,403,WD,Normal,178000
60,RL,8924,IR1,CulDSac,CollgCr,2Story,7,1998,1999,Gable,VinylSd,VinylSd,None,TA,TA,PConc,Gd,Av,Unf,880,Ex,880,1724,2,1,Gd,8,0,Na,Attchd,1998.0,Fin,2,527,WD,Normal,188000
20,RL,12735,IR1,FR2,NAmes,1Story,4,1972,1972,Hip,MetalSd,MetalSd,None,TA,TA,CBlock,TA,No,BLQ,864,TA,864,864,1,1,TA,5,0,Na,Detchd,1980.0,Unf,2,576,COD,Normal,111250
20,RL,11553,IR1,Inside,Sawyer,1Story,5,1968,1968,Hip,Plywood,Plywood,BrkFace,TA,TA,CBlock,TA,No,BLQ,1051,TA,1159,1159,1,1,TA,7,1,Fa,Attchd,1968.0,Unf,1,336,WD,Normal,158000
20,RL,11423,Reg,Inside,CollgCr,1Story,8,2001,2002,Gable,VinylSd,VinylSd,BrkFace,Gd,TA,PConc,Gd,Av,GLQ,1581,Ex,1601,1601,2,1,Gd,6,1,TA,Attchd,2001.0,RFn,2,670,WD,Normal,272000
20,RL,14601,Reg,Inside,Timber,1Story,9,2006,2006,Hip,VinylSd,VinylSd,BrkFace,Ex,TA,PConc,Ex,Av,GLQ,1838,Ex,1838,1838,2,1,Ex,8,1,Gd,Attchd,2006.0,Fin,3,765,WD,Normal,315000
60,RL,11000,Reg,FR2,NoRidge,2Story,8,2000,2000,Gable,VinylSd,VinylSd,BrkFace,Gd,TA,PConc,Gd,No,Unf,969,Ex,997,2285,2,1,Gd,8,1,TA,BuiltIn,2000.0,Fin,3,648,WD,Normal,248000
20,RL,10140,Reg,Inside,NWAmes,1Story,7,1998,1999,Hip,VinylSd,VinylSd,None,Gd,TA,PConc,Ex,No,LwQ,1650,Ex,1680,1680,2,1,Gd,7,1,TA,Attchd,1998.0,Fin,2,583,WD,Normal,213250
120,RH,4058,Reg,Inside,NAmes,SFoyer,7,1998,1998,Gable,MetalSd,MetalSd,BrkFace,TA,TA,PConc,Gd,Av,GLQ,723,Ex,767,767,1,1,TA,4,0,Na,Attchd,1998.0,Fin,1,367,WD,Normal,133000
60,RL,17104,IR1,Inside,Gilbert,2Story,7,2006,2006,Gable,VinylSd,VinylSd,None,Gd,TA,PConc,Gd,Av,GLQ,654,Ex,664,1496,2,1,Gd,7,1,Gd,Attchd,2006.0,RFn,2,426,New,Partial,179665
50,RL,13837,IR1,Corner,NWAmes,1.5Fin,7,1988,1988,Gable,HdBoard,HdBoard,BrkFace,Gd,Gd,PConc,Gd,No,GLQ,1204,Gd,1377,2183,2,1,Gd,9,0,Na,Attchd,1988.0,Unf,3,786,WD,Normal,229000
50,RL,8737,IR1,Inside,BrkSide,1.5Fin,6,1923,1950,Gable,BrkFace,Wd Sdng,None,TA,TA,BrkTil,Gd,No,Rec,1065,Ex,915,1635,1,1,TA,6,1,Gd,Detchd,1950.0,Unf,2,440,WD,Normal,210000
85,RL,7244,Reg,Inside,Mitchel,SFoyer,5,1970,1970,Gable,VinylSd,VinylSd,None,TA,Gd,CBlock,Gd,Av,ALQ,768,Ex,768,768,1,1,TA,5,0,Na,Detchd,1987.0,Unf,2,624,WD,Normal,129500
20,RM,8235,IR1,Inside,OldTown,1Story,5,1955,1995,Gable,MetalSd,MetalSd,None,TA,Gd,CBlock,TA,No,LwQ,825,TA,825,825,1,1,TA,4,0,Na,Detchd,1963.0,RFn,2,720,WD,Normal,125000
60,FV,9375,Reg,Inside,Somerst,2Story,7,2003,2004,Gable,VinylSd,VinylSd,None,Gd,TA,PConc,Gd,No,Unf,912,Ex,912,2094,2,1,Gd,8,1,Gd,BuiltIn,2003.0,Fin,2,615,WD,Normal,263000
120,RL,4043,Reg,Inside,NPkVill,1Story,6,1977,1977,Gable,Plywood,Plywood,None,TA,TA,CBlock,Gd,No,ALQ,1069,TA,1069,1069,2,1,TA,4,0,Na,Attchd,1977.0,RFn,2,440,COD,Abnorml,140000
20,RM,6000,Reg,Inside,OldTown,1Story,5,1957,1957,Hip,BrkFace,BrkFace,None,TA,TA,CBlock,TA,No,Rec,928,Gd,928,928,1,1,TA,5,0,Na,Attchd,1957.0,Fin,1,288,WD,Normal,112500
20,RL,11146,IR1,Inside,NridgHt,1Story,8,2006,2006,Gable,VinylSd,VinylSd,Stone,Gd,TA,PConc,Ex,Av,Unf,1709,Ex,1717,1717,2,1,Gd,7,1,Gd,Attchd,2006.0,RFn,3,908,WD,Normal,255500
60,RL,10625,Reg,Inside,NridgHt,2Story,7,2003,2004,Gable,VinylSd,VinylSd,BrkFace,Gd,TA,PConc,Gd,No,GLQ,998,Ex,1006,2046,2,1,Gd,8,1,Gd,BuiltIn,2003.0,RFn,3,871,WD,Normal,284000
45,RM,6380,Reg,Inside,BrkSide,1.5Unf,5,1922,1950,Gable,MetalSd,MetalSd,None,TA,TA,BrkTil,TA,No,Unf,993,TA,1048,1048,1,1,TA,5,1,Gd,Detchd,1922.0,Unf,1,280,WD,Normal,113000
20,RL,14850,IR1,Inside,NAmes,1Story,5,1957,1957,Gable,Wd Sdng,Wd Sdng,None,TA,TA,CBlock,TA,No,Rec,1092,TA,1092,1092,1,1,TA,6,1,TA,Attchd,1957.0,Fin,1,299,WD,Normal,141000
50,C (all),11040,Reg,Inside,IDOTRR,1.5Fin,4,1920,1950,Gable,MetalSd,MetalSd,None,TA,TA,CBlock,TA,No,Rec,637,Gd,897,1336,1,1,TA,7,0,Na,CarPort,1994.0,Unf,1,570,COD,Normal,108000
120,RL,3196,Reg,Inside,Blmngtn,1Story,7,2003,2004,Gable,VinylSd,VinylSd,BrkFace,Gd,TA,PConc,Gd,Gd,Unf,1374,Ex,1557,1557,2,1,Gd,7,1,TA,Attchd,2003.0,Fin,2,420,WD,Normal,234000
20,RL,11341,IR1,Inside,Sawyer,1Story,5,1957,1996,Hip,Wd Sdng,Wd Sdng,BrkFace,TA,TA,CBlock,Gd,No,ALQ,1392,TA,1392,1392,1,1,TA,5,1,Gd,Detchd,1957.0,Unf,2,528,WD,Normal,121500
20,RL,10010,Reg,Inside,Mitchel,1Story,5,1974,1975,Gable,HdBoard,HdBoard,None,TA,TA,CBlock,Gd,Av,ALQ,1389,Gd,1389,1389,1,1,TA,6,1,TA,Attchd,1975.0,RFn,2,418,WD,Normal,170000
60,RL,13346,IR1,CulDSac,NoRidge,2Story,7,1992,2000,Gable,HdBoard,HdBoard,None,Gd,TA,PConc,Gd,No,GLQ,1095,Ex,1166,2295,2,1,Gd,9,1,TA,Attchd,1992.0,RFn,2,590,WD,Normal,268000
70,RL,6858,Reg,Corner,SWISU,2Story,6,1915,1950,Gable,Wd Sdng,Wd Sdng,None,TA,TA,PConc,Gd,No,Unf,806,TA,841,1647,1,1,Fa,6,0,Na,Detchd,1920.0,Unf,1,216,WD,Normal,128000
20,RL,10171,IR1,Inside,NridgHt,1Story,7,2004,2004,Gable,VinylSd,VinylSd,BrkFace,Gd,TA,PConc,Gd,No,GLQ,1517,Ex,1535,1535,2,1,Gd,7,0,Na,Attchd,2004.0,RFn,2,532,WD,Normal,214000
90,RL,7032,IR1,Corner,NAmes,SFoyer,5,1979,1979,Gable,MetalSd,MetalSd,None,TA,TA,CBlock,Gd,Gd,GLQ,943,TA,943,943,1,1,TA,4,2,TA,Detchd,1979.0,Unf,2,600,WD,Normal,135960
20,RL,7332,Reg,Inside,NAmes,1Story,6,1959,1959,Gable,WdShing,Wd Shng,BrkFace,TA,TA,CBlock,TA,No,BLQ,864,Ex,864,864,1,1,Gd,4,0,Na,Attchd,1959.0,Unf,1,288,WD,Abnorml,120000
60,RL,13159,IR1,Corner,Timber,2Story,7,2009,2009,Gable,VinylSd,VinylSd,None,TA,TA,PConc,Ex,Av,Unf,846,Gd,846,1692,2,1,Gd,6,0,Na,Attchd,2009.0,RFn,2,650,New,Partial,224500
80,RL,9967,IR1,Inside,Gilbert,SLvl,7,2000,2000,Gable,VinylSd,VinylSd,None,TA,TA,PConc,Gd,No,Unf,384,Ex,774,1430,2,1,TA,8,1,TA,BuiltIn,2000.0,RFn,2,400,WD,Normal,170000
80,RL,10500,Reg,FR2,NAmes,SLvl,5,1971,2005,Gambrel,MetalSd,AsphShn,BrkFace,TA,TA,CBlock,TA,Av,ALQ,372,TA,576,1109,1,1,TA,5,0,Na,BuiltIn,1971.0,Unf,1,288,WD,Normal,139000
50,RL,8480,Reg,Inside,NAmes,1.5Fin,5,1947,1950,Gable,MetalSd,MetalSd,None,TA,TA,CBlock,TA,No,Rec,832,TA,832,1216,1,1,TA,6,0,Na,Detchd,1947.0,Unf,1,336,COD,Abnorml,118500
50,RL,6292,Reg,Inside,SWISU,1.5Fin,7,1928,1950,Gable,Wd Sdng,Wd Sdng,None,TA,TA,BrkTil,TA,No,Unf,861,Gd,877,1477,2,1,TA,6,1,Gd,Detchd,1928.0,Unf,1,216,WD,Normal,145000
80,RL,11777,IR1,Inside,Sawyer,SLvl,5,1966,1966,Gable,VinylSd,VinylSd,BrkFace,TA,TA,CBlock,TA,Av,LwQ,1164,Ex,1320,1320,1,1,TA,6,2,Fa,Attchd,1966.0,RFn,2,564,WD,Abnorml,164500
160,FV,3604,Reg,Corner,Somerst,2Story,7,2007,2007,Gable,VinylSd,VinylSd,None,Gd,TA,PConc,Gd,No,Unf,689,Ex,703,1392,2,1,Gd,5,0,Na,Detchd,2007.0,Unf,2,540,WD,Abnorml,146000
50,RM,12150,Reg,Inside,OldTown,1.5Fin,5,1954,1954,Gable,MetalSd,MetalSd,BrkFace,TA,TA,BrkTil,TA,No,Unf,1050,Ex,1050,1795,2,1,TA,7,0,Na,Attchd,1954.0,Unf,1,352,WD,Normal,131500
20,RL,14585,IR1,CulDSac,NAmes,1Story,6,1960,1987,Gable,Wd Sdng,Wd Sdng,BrkFace,TA,TA,CBlock,TA,No,BLQ,1144,Ex,1429,1429,1,1,Gd,7,2,Gd,Attchd,1960.0,Unf,2,572,WD,Normal,181900
50,RM,6120,Reg,Inside,BrkSide,1.5Fin,4,1935,1995,Gable,AsbShng,AsbShng,None,TA,TA,BrkTil,TA,No,Unf,884,Ex,989,1573,1,1,Gd,6,0,Na,Detchd,1935.0,Unf,1,240,WD,Normal,133000
20,RL,11443,Reg,Inside,Timber,1Story,8,2005,2006,Hip,VinylSd,VinylSd,BrkFace,Gd,TA,PConc,Ex,Gd,GLQ,1868,Ex,2028,2028,2,1,Gd,7,2,Gd,Attchd,2005.0,RFn,3,880,New,Partial,369900
30,RL,10267,Reg,Inside,BrkSide,1Story,6,1918,2000,Gable,Stucco,Wd Shng,None,TA,Gd,BrkTil,TA,Mn,Rec,816,Ex,838,838,1,1,Fa,5,0,Na,Detchd,1961.0,Fin,1,275,WD,Normal,130000
85,RL,8740,IR1,Inside,Sawyer,SFoyer,5,1982,1982,Hip,HdBoard,HdBoard,None,TA,TA,CBlock,TA,Av,ALQ,840,TA,860,860,1,1,TA,4,0,Na,Detchd,1996.0,Unf,2,528,WD,Normal,137000
40,RM,9100,Reg,Inside,BrkSide,1Story,5,1930,1960,Gable,VinylSd,VinylSd,None,TA,TA,BrkTil,TA,No,Unf,742,TA,779,935,1,1,TA,4,0,Na,Detchd,1988.0,Unf,1,308,WD,Normal,79500
60,RL,8320,Reg,Inside,CollgCr,2Story,7,2004,2004,Gable,VinylSd,VinylSd,None,Gd,TA,PConc,Gd,No,GLQ,770,Ex,770,1582,2,1,Gd,6,0,Na,Attchd,2004.0,RFn,2,520,WD,Normal,185900
60,RL,13478,IR1,Corner,NridgHt,2Story,10,2008,2008,Gable,CemntBd,CmentBd,Stone,Ex,TA,PConc,Ex,Gd,GLQ,1722,Ex,1728,2296,2,1,Ex,10,1,Gd,BuiltIn,2008.0,RFn,3,842,ConLI,Normal,451950
120,RM,4435,Reg,Inside,CollgCr,1Story,6,2003,2003,Gable,VinylSd,VinylSd,BrkFace,Gd,TA,PConc,Gd,Av,GLQ,848,Ex,848,848,1,1,Gd,4,0,Na,Attchd,2003.0,Fin,2,420,WD,Normal,140000
20,RL,7990,IR1,Inside,CollgCr,1Story,5,1975,1975,Hip,HdBoard,HdBoard,None,TA,TA,CBlock,Gd,No,Unf,924,TA,924,924,1,1,TA,5,0,Na,Detchd,1981.0,Unf,1,280,WD,Normal,110000
20,RL,11302,IR1,Inside,StoneBr,1Story,8,2005,2006,Gable,VinylSd,Other,BrkFace,Gd,TA,PConc,Gd,Gd,GLQ,1814,Ex,1826,1826,2,1,Gd,7,1,TA,Attchd,2005.0,Fin,3,758,New,Partial,319000
70,RM,3600,Reg,Inside,OldTown,2Story,6,1910,1993,Gable,VinylSd,VinylSd,None,TA,TA,CBlock,TA,No,Unf,684,Ex,684,1368,1,1,TA,7,0,Na,Detchd,1930.0,Unf,1,216,WD,Normal,114504
120,RL,3922,Reg,Inside,Blmngtn,1Story,7,2006,2007,Gable,VinylSd,VinylSd,BrkFace,Gd,TA,PConc,Ex,Av,Unf,1258,Ex,1402,1402,0,1,Gd,7,1,Gd,Attchd,2006.0,Fin,3,648,New,Partial,194201
20,RL,12984,Reg,Inside,Crawfor,1Story,5,1977,1977,Gable,Plywood,Plywood,BrkFace,TA,TA,CBlock,Gd,Mn,ALQ,1430,Ex,1647,1647,2,1,Gd,7,1,TA,Attchd,1977.0,Fin,2,621,WD,Normal,217500
160,RM,1950,Reg,Inside,Blueste,2Story,6,1980,1980,Gable,MetalSd,MetalSd,None,TA,Gd,CBlock,Gd,No,LwQ,716,TA,716,1556,2,1,TA,6,1,TA,Attchd,1980.0,Fin,2,452,COD,Normal,151000
60,RL,10927,Reg,Inside,NridgHt,2Story,8,2005,2005,Gable,VinylSd,VinylSd,BrkFace,Gd,TA,PConc,Gd,Av,GLQ,1058,Ex,1058,1904,2,1,Ex,8,1,Gd,BuiltIn,2003.0,Fin,2,736,WD,Normal,275000
50,RM,9000,Reg,Inside,IDOTRR,1.5Fin,6,1937,1950,Gable,Wd Sdng,Wd Sdng,None,TA,Gd,PConc,TA,No,Unf,780,TA,780,1375,1,1,Gd,6,1,Gd,Detchd,1979.0,Unf,1,544,WD,Normal,141000
60,RL,10041,IR1,Inside,SawyerW,2Story,8,1992,1992,Gable,HdBoard,HdBoard,None,Gd,TA,PConc,Gd,Mn,GLQ,908,Ex,927,1915,2,1,Gd,8,1,TA,Attchd,1992.0,Fin,2,506,WD,Abnorml,220000
160,FV,3182,Reg,Inside,Somerst,2Story,7,2004,2005,Gable,MetalSd,MetalSd,None,Gd,TA,PConc,Gd,No,Unf,600,Ex,600,1200,2,1,Gd,4,0,Na,Detchd,2004.0,RFn,2,480,WD,Normal,151000
20,RL,12803,IR1,Inside,CollgCr,1Story,7,2002,2002,Gable,VinylSd,VinylSd,BrkFace,Gd,TA,PConc,Gd,Mn,GLQ,1494,Ex,1494,1494,2,1,Gd,6,1,TA,Attchd,2002.0,RFn,2,530,WD,Normal,221000
20,RL,12464,IR2,Corner,CollgCr,1Story,5,1996,1996,Gable,VinylSd,VinylSd,None,TA,Gd,PConc,Gd,No,GLQ,1040,Gd,1040,1040,1,1,Gd,6,0,Na,Detchd,2000.0,Unf,2,576,WD,Normal,152000
20,RL,7943,Reg,Inside,Sawyer,1Story,4,1961,1961,Gable,VinylSd,VinylSd,BrkCmn,TA,Fa,CBlock,TA,Mn,Rec,1029,Gd,1029,1029,1,1,TA,5,0,Na,Attchd,1961.0,Unf,1,261,WD,Normal,118500
60,RL,11050,Reg,Inside,CollgCr,2Story,9,2000,2000,Hip,VinylSd,VinylSd,BrkFace,Gd,TA,PConc,Ex,Mn,GLQ,1440,Ex,1476,2153,2,1,Ex,8,2,Ex,Attchd,2000.0,Fin,3,736,WD,Normal,313000
80,RL,10395,IR1,FR2,NWAmes,SLvl,6,1978,1978,Gable,HdBoard,HdBoard,BrkFace,TA,TA,CBlock,Gd,Av,ALQ,1032,TA,1032,1032,2,1,TA,6,1,TA,Attchd,1978.0,Unf,2,564,WD,Normal,148000
60,RL,11885,Reg,Inside,CollgCr,2Story,8,2001,2001,Gable,VinylSd,VinylSd,BrkFace,Gd,TA,PConc,Gd,Av,GLQ,1299,Ex,1299,1872,2,1,Ex,7,1,TA,BuiltIn,2001.0,RFn,2,531,WD,Normal,261500
85,RL,8800,Reg,Inside,NAmes,SFoyer,6,1963,1963,Gable,MetalSd,MetalSd,BrkFace,TA,Gd,PConc,TA,Gd,GLQ,936,Ex,1054,1054,1,1,Gd,6,0,Na,Attchd,1963.0,RFn,2,480,WD,Abnorml,137500
60,RL,7861,IR1,Inside,Gilbert,2Story,6,2002,2003,Gable,VinylSd,VinylSd,None,Gd,TA,PConc,Gd,No,GLQ,783,Ex,807,1509,2,1,Gd,7,1,Gd,Attchd,2002.0,Fin,2,393,WD,Normal,183200
45,RL,7227,Reg,Corner,NAmes,1.5Unf,6,1954,1954,Gable,MetalSd,MetalSd,None,TA,TA,CBlock,TA,No,Unf,832,Gd,832,832,1,1,Gd,4,0,Na,Detchd,1962.0,Unf,2,528,WD,Normal,105500
20,RL,11694,Reg,Inside,NridgHt,1Story,9,2007,2007,Hip,CemntBd,CmentBd,BrkFace,Ex,TA,PConc,Ex,Av,GLQ,1822,Ex,1828,1828,2,1,Gd,9,1,Gd,Attchd,2007.0,Unf,3,774,New,Partial,314813
60,RL,12244,Reg,Inside,Timber,2Story,8,2003,2003,Hip,VinylSd,VinylSd,Stone,Gd,TA,PConc,Gd,Gd,GLQ,1482,Ex,1482,2262,2,1,Gd,10,2,Gd,Attchd,2003.0,Fin,3,749,WD,Normal,305000
60,RL,10800,Reg,Inside,NWAmes,2Story,6,1974,1997,Gable,HdBoard,HdBoard,None,TA,TA,CBlock,TA,No,ALQ,1522,TA,1548,2614,2,1,TA,9,1,TA,Attchd,1974.0,RFn,2,624,WD,Normal,240000
20,RL,7064,Reg,Inside,Sawyer,1Story,5,1977,1977,Gable,Plywood,Plywood,BrkFace,TA,TA,CBlock,TA,No,BLQ,980,TA,980,980,1,1,TA,6,0,Na,Detchd,1986.0,Unf,2,484,WD,Normal,135000
160,FV,2117,Reg,Inside,Somerst,2Story,6,2000,2000,Gable,MetalSd,MetalSd,BrkFace,Gd,TA,PConc,Gd,No,GLQ,756,Ex,756,1512,2,1,Gd,4,1,TA,Detchd,2000.0,Unf,2,440,WD,Normal,168500
60,RL,10400,Reg,Inside,NWAmes,2Story,6,1972,1972,Gable,VinylSd,VinylSd,None,TA,TA,CBlock,TA,No,Rec,732,Gd,1012,1790,1,1,TA,8,1,TA,Attchd,1972.0,RFn,2,484,WD,Normal,165150
